1.LAYING 2.LAYING 3.LAYING 4.LAYING 5.LAYING 6.LAYING 7.LAYING 8.LAYING 9.LAYING 10.LAYING 11.LAYING 12.LAYING 13.LAYING 14.LAYING 15.LAYING 16.LAYING 17.LAYING 18.LAYING 19.LAYING 20.LAYING 21.LAYING 22.LAYING 23.LAYING 24.LAYING 25.LAYING 26.LAYING 27.LAYING 28.LAYING 29.LAYING 30.LAYING 1.SITTING 2.SITTING 3.SITTING 4.SITTING 5.SITTING 6.SITTING 7.SITTING 8.SITTING 9.SITTING 10.SITTING 11.SITTING 12.SITTING 13.SITTING 14.SITTING 15.SITTING 16.SITTING 17.SITTING 18.SITTING 19.SITTING 20.SITTING 21.SITTING 22.SITTING 23.SITTING 24.SITTING 25.SITTING 26.SITTING 27.SITTING 28.SITTING 29.SITTING 30.SITTING 1.STANDING 2.STANDING 3.STANDING 4.STANDING 5.STANDING 6.STANDING 7.STANDING 8.STANDING 9.STANDING 10.STANDING 11.STANDING 12.STANDING 13.STANDING 14.STANDING 15.STANDING 16.STANDING 17.STANDING 18.STANDING 19.STANDING 20.STANDING 21.STANDING 22.STANDING 23.STANDING 24.STANDING 25.STANDING 26.STANDING 27.STANDING 28.STANDING 29.STANDING 30.STANDING 1.WALKING 2.WALKING 3.WALKING 4.WALKING 5.WALKING 6.WALKING 7.WALKING 8.WALKING 9.WALKING 10.WALKING 11.WALKING 12.WALKING 13.WALKING 14.WALKING 15.WALKING 16.WALKING 17.WALKING 18.WALKING 19.WALKING 20.WALKING 21.WALKING 22.WALKING 23.WALKING 24.WALKING 25.WALKING 26.WALKING 27.WALKING 28.WALKING 29.WALKING 30.WALKING 1.WALKING_DOWNSTAIRS 2.WALKING_DOWNSTAIRS 3.WALKING_DOWNSTAIRS 4.WALKING_DOWNSTAIRS 5.WALKING_DOWNSTAIRS 6.WALKING_DOWNSTAIRS 7.WALKING_DOWNSTAIRS 8.WALKING_DOWNSTAIRS 9.WALKING_DOWNSTAIRS 10.WALKING_DOWNSTAIRS 11.WALKING_DOWNSTAIRS 12.WALKING_DOWNSTAIRS 13.WALKING_DOWNSTAIRS 14.WALKING_DOWNSTAIRS 15.WALKING_DOWNSTAIRS 16.WALKING_DOWNSTAIRS 17.WALKING_DOWNSTAIRS 18.WALKING_DOWNSTAIRS 19.WALKING_DOWNSTAIRS 20.WALKING_DOWNSTAIRS 21.WALKING_DOWNSTAIRS 22.WALKING_DOWNSTAIRS 23.WALKING_DOWNSTAIRS 24.WALKING_DOWNSTAIRS 25.WALKING_DOWNSTAIRS 26.WALKING_DOWNSTAIRS 27.WALKING_DOWNSTAIRS 28.WALKING_DOWNSTAIRS 29.WALKING_DOWNSTAIRS 30.WALKING_DOWNSTAIRS 1.WALKING_UPSTAIRS 2.WALKING_UPSTAIRS 3.WALKING_UPSTAIRS 4.WALKING_UPSTAIRS 5.WALKING_UPSTAIRS 6.WALKING_UPSTAIRS 7.WALKING_UPSTAIRS 8.WALKING_UPSTAIRS 9.WALKING_UPSTAIRS 10.WALKING_UPSTAIRS 11.WALKING_UPSTAIRS 12.WALKING_UPSTAIRS 13.WALKING_UPSTAIRS 14.WALKING_UPSTAIRS 15.WALKING_UPSTAIRS 16.WALKING_UPSTAIRS 17.WALKING_UPSTAIRS 18.WALKING_UPSTAIRS 19.WALKING_UPSTAIRS 20.WALKING_UPSTAIRS 21.WALKING_UPSTAIRS 22.WALKING_UPSTAIRS 23.WALKING_UPSTAIRS 24.WALKING_UPSTAIRS 25.WALKING_UPSTAIRS 26.WALKING_UPSTAIRS 27.WALKING_UPSTAIRS 28.WALKING_UPSTAIRS 29.WALKING_UPSTAIRS 30.WALKING_UPSTAIRS
fBodyAcc.std.X -0.924437 -0.973246 -0.983691 -0.952465 -0.964954 -0.932463 -0.931121 -0.940125 -0.940981 -0.967968 -0.985322 -0.955208 -0.96696 -0.911973 -0.971719 -0.971409 -0.972439 -0.984322 -0.962085 -0.960998 -0.950929 -0.945657 -0.952411 -0.965167 -0.902548 -0.967972 -0.977616 -0.967325 -0.983432 -0.977045 -0.976412 -0.987362 -0.971606 -0.981908 -0.982591 -0.982451 -0.97288 -0.978257 -0.956903 -0.982242 -0.98339 -0.983999 -0.989411 -0.976303 -0.987385 -0.986892 -0.994657 -0.994907 -0.975204 -0.983978 -0.992375 -0.978623 -0.988345 -0.9911 -0.992124 -0.978755 -0.988659 -0.984957 -0.990618 -0.983231 -0.996028 -0.989056 -0.969931 -0.978738 -0.970668 -0.984067 -0.980541 -0.989184 -0.977579 -0.982949 -0.995574 -0.983647 -0.991818 -0.973606 -0.990061 -0.989101 -0.991319 -0.992789 -0.991162 -0.969806 -0.982893 -0.9874 -0.986333 -0.988852 -0.992852 -0.993702 -0.992876 -0.980267 -0.996605 -0.980427 -0.319135 -0.457651 -0.379277 -0.447235 -0.297517 -0.345228 -0.322035 -0.148387 -0.21802 -0.206366 -0.433703 -0.160707 -0.3533 -0.39586 -0.332521 -0.40907 -0.304806 -0.378068 -0.057882 -0.234986 -0.308547 0.024396 -0.329807 -0.462734 -0.59145 -0.347998 -0.365256 -0.298832 -0.190356 -0.344928 0.024331 0.016105 -0.065442 0.03901 0.336555 0.40337 0.073011 -0.026046 0.250489 0.324958 0.179907 0.048335 -0.068044 0.014083 0.466326 0.266115 0.258942 -0.285536 0.658507 0.113033 0.266988 0.402892 -0.028296 -0.034909 -0.213029 0.226784 0.194913 0.137797 0.187439 -0.040526 -0.337428 -0.320582 -0.285333 -0.173217 -0.004738 -0.021134 -0.27987 -0.175285 -0.369816 -0.171957 -0.198734 -0.27893 -0.266081 -0.30498 -0.008382 -0.369636 -0.035538 -0.35064 -0.119935 -0.108445 -0.213184 0.132049 -0.23431 -0.326166 -0.437976 -0.142844 -0.253504 -0.233727 -0.079063 -0.32626
fBodyAcc.std.Y -0.833626 -0.981025 -0.964095 -0.946381 -0.972909 -0.929711 -0.922918 -0.931237 -0.912837 -0.946229 -0.973589 -0.95064 -0.947462 -0.905221 -0.96459 -0.937084 -0.942792 -0.986746 -0.974832 -0.964961 -0.957259 -0.912563 -0.974304 -0.984572 -0.672384 -0.983317 -0.984269 -0.942004 -0.99068 -0.953558 -0.917275 -0.950074 -0.849656 -0.889467 -0.902292 -0.925677 -0.904629 -0.92383 -0.867614 -0.912838 -0.920047 -0.926034 -0.933667 -0.911591 -0.919163 -0.949829 -0.959789 -0.97498 -0.948053 -0.935032 -0.967561 -0.926995 -0.930781 -0.954998 -0.944843 -0.937784 -0.971266 -0.939885 -0.961694 -0.933993 -0.972293 -0.957909 -0.892434 -0.85738 -0.867933 -0.921449 -0.919119 -0.936232 -0.93879 -0.92186 -0.963507 -0.922852 -0.94718 -0.926056 -0.930286 -0.958174 -0.966427 -0.952912 -0.943194 -0.872525 -0.943545 -0.923658 -0.958042 -0.934455 -0.954179 -0.94783 -0.954382 -0.874469 -0.968279 -0.885573 0.05604 -0.16922 -0.124031 -0.101799 0.042603 0.1017 -0.143722 0.324845 -0.223973 -0.129776 -0.096607 -0.208515 0.092197 -0.054271 0.080565 -0.354371 -0.055614 -0.267274 0.112615 0.438436 -0.002563 0.003868 -0.202524 -0.182766 -0.170314 -0.185726 -0.267742 -0.168789 -0.182069 -0.215634 -0.112964 0.171974 -0.109722 -0.322531 0.026827 0.283248 -0.190187 0.232184 -0.273561 -0.063334 0.026278 0.01675 -0.092444 0.293634 0.119994 -0.208681 -0.086053 -0.273798 0.427929 0.560191 0.277894 0.16741 0.043228 -0.169191 -0.166842 -0.078284 -0.175647 0.065301 -0.239349 -0.093468 0.02177 0.08488 -0.00804 -0.101434 0.165038 0.159124 -0.341026 0.305401 -0.297641 -0.051628 -0.088505 -0.130176 0.114657 0.356073 -0.019133 -0.166324 -0.025278 -0.190551 0.132558 0.164547 0.082343 0.230059 0.03806 -0.107788 -0.199988 -0.043947 -0.079406 -0.178555 -0.141258 -0.104299
fBodyAcc.std.Z -0.812892 -0.984792 -0.963279 -0.962154 -0.965882 -0.924005 -0.953381 -0.931146 -0.941971 -0.959814 -0.971668 -0.948381 -0.945852 -0.894056 -0.923924 -0.962524 -0.950117 -0.987225 -0.984741 -0.971901 -0.940919 -0.941164 -0.972261 -0.973058 -0.6941 -0.984854 -0.986582 -0.956771 -0.986379 -0.967188 -0.93447 -0.956863 -0.864322 -0.926999 -0.921844 -0.925768 -0.844083 -0.93389 -0.818002 -0.966121 -0.967884 -0.935917 -0.934189 -0.917678 -0.945705 -0.934652 -0.962921 -0.975722 -0.947515 -0.924947 -0.956413 -0.909344 -0.896125 -0.954403 -0.962091 -0.944781 -0.963221 -0.933045 -0.965801 -0.946204 -0.977937 -0.946434 -0.904801 -0.887554 -0.858231 -0.922067 -0.912359 -0.919745 -0.913897 -0.938099 -0.985959 -0.914189 -0.964048 -0.917782 -0.947906 -0.94854 -0.966999 -0.957216 -0.947754 -0.910996 -0.942459 -0.93841 -0.92611 -0.923802 -0.962124 -0.960028 -0.958925 -0.897601 -0.978803 -0.907287 -0.279687 -0.455222 -0.422998 -0.594198 -0.48306 -0.550475 0.133317 -0.158437 -0.033797 -0.435304 -0.523093 -0.452147 -0.269896 0.085489 -0.537026 -0.180501 -0.262392 -0.439862 -0.233872 -0.266498 -0.164961 -0.253644 0.116143 -0.314647 -0.430625 -0.384445 -0.345515 -0.326046 -0.283348 -0.093145 -0.297928 -0.162033 -0.389723 -0.512694 -0.353398 -0.406014 -0.100121 0.021491 -0.034949 -0.268686 -0.348627 -0.48739 -0.233315 0.427564 -0.357408 -0.037972 -0.245414 -0.418259 -0.078364 -0.213917 -0.145082 -0.383243 0.094794 -0.291554 -0.449465 -0.346649 -0.303091 -0.41694 -0.262073 -0.257393 0.085957 -0.094545 -0.350797 -0.34511 -0.289257 -0.365874 -0.124912 0.133766 -0.244082 -0.034235 -0.113702 -0.4186 -0.184842 0.687124 -0.3496 -0.094561 -0.204816 -0.269571 -0.239981 -0.242439 -0.227164 -0.116753 0.104509 -0.283143 -0.237297 -0.400902 -0.197339 -0.281685 0.203058 0.121447
fBodyAcc.meanFreq.X -0.158793 -0.146483 -0.073953 -0.274195 -0.135632 -0.21973 -0.635913 -0.307248 -0.445963 -0.14052 -0.063771 -0.235607 -0.262991 -0.44295 -0.148912 -0.346414 -0.115142 -0.097528 -0.253189 -0.213034 -0.517031 -0.224664 -0.424151 -0.401945 -0.40336 -0.210238 -0.173719 -0.33011 -0.087606 -0.222958 -0.049514 0.085193 0.031299 0.037382 -0.020933 0.003047 -0.033431 -0.164187 -0.109384 -0.082614 -0.05034 0.03267 -0.009351 -0.145044 -4.2e-05 -0.007579 0.028487 0.051236 -0.315288 -0.061889 0.087911 -0.162725 0.045947 -0.016599 -0.03164 -0.149018 -0.058515 -0.015548 -0.028669 -0.1227 0.086515 0.108519 -0.087025 0.0621 -0.016407 0.066452 -0.079705 0.023116 -0.105712 0.159124 0.08901 0.063624 0.032806 -0.245905 0.062718 -0.016237 -0.032553 0.01567 0.042416 -0.073279 -0.085008 0.006723 -0.004282 0.105321 0.034353 0.091019 0.137805 0.000355 0.128678 -0.053279 -0.207548 -0.145795 -0.246614 -0.138592 -0.322382 -0.196842 -0.313727 -0.380892 -0.310728 -0.263326 -0.373608 -0.261426 -0.231463 -0.358805 -0.395518 -0.350682 -0.414941 -0.362107 -0.176448 -0.22732 -0.159448 -0.218385 -0.271219 -0.312046 -0.347642 -0.299294 -0.30166 -0.375047 -0.313574 -0.346357 -0.307395 -0.273712 -0.325864 -0.342286 -0.453525 -0.411649 -0.365651 -0.200758 -0.440634 -0.321679 -0.400296 -0.332249 -0.385554 -0.34961 -0.445577 -0.447958 -0.514562 -0.435842 -0.323137 -0.497515 -0.437231 -0.367714 -0.234694 -0.541664 -0.554633 -0.551438 -0.390367 -0.351195 -0.40387 -0.463303 -0.418735 -0.281748 -0.46125 -0.486812 -0.427706 -0.445121 -0.432685 -0.290118 -0.34122 -0.300391 -0.524479 -0.420236 -0.48008 -0.389134 -0.505014 -0.438031 -0.529235 -0.517597 -0.344102 -0.448492 -0.417991 -0.213968 -0.41695 -0.502463 -0.593367 -0.384394 -0.465426 -0.378982 -0.438258 -0.590261
fBodyAcc.meanFreq.Y 0.097535 0.257289 0.238471 0.366231 0.466528 0.348419 -0.043829 0.005398 -0.215337 0.200554 0.251945 0.191373 0.036342 -0.149752 0.240597 -0.183018 0.054608 0.26446 0.292493 0.274452 0.085749 0.087878 0.063769 0.280889 -0.080009 0.274378 0.254637 -0.074839 0.328259 0.070569 0.075946 0.150194 -0.006616 0.078786 0.068459 0.123382 0.014717 0.107278 -0.120093 0.027932 0.096775 0.002415 0.025346 -0.090428 0.096686 0.149988 0.135749 0.17129 -0.007411 -0.005009 0.173532 -0.008069 0.130084 0.001548 0.125307 0.11283 0.144626 -0.019266 0.107609 0.007138 0.117479 0.062338 -0.12818 -0.066988 -0.008944 -0.086632 -0.15973 0.077184 -0.003787 -0.012623 0.055741 -0.049328 -0.030358 -0.138431 -0.034499 0.067357 0.045521 -0.04371 -0.036261 -0.164771 0.036635 -0.122388 0.00252 -0.093136 0.000928 0.002162 0.065458 -0.135431 0.004734 -0.23786 0.113094 0.198586 0.171743 0.012348 -0.002041 0.022073 0.160434 0.003562 0.02132 0.243797 0.012876 0.149107 0.01943 -0.143667 0.029176 -0.027039 0.008571 0.06393 0.057077 -0.003686 0.043115 0.309767 0.107805 -0.067893 -0.163298 -0.053962 0.15428 -0.056125 0.232676 0.030622 0.06322 0.011931 0.052907 0.213582 0.036366 0.021911 -0.031474 0.051156 0.062506 0.066719 -0.056189 0.079332 -0.014212 -0.007777 0.023364 -0.002646 -0.155801 -0.140094 0.012611 -0.049496 -0.146949 0.028264 0.01303 -0.011685 -0.173414 0.00444 0.053061 0.011608 0.182897 -0.064095 -0.160697 -0.061889 -0.100019 -0.066235 -0.122487 -0.094883 -0.135079 -0.100254 -0.247086 -0.003545 -0.189232 -0.10527 -0.247166 -0.366543 -0.149771 -0.223645 -0.156694 -0.249449 0.019767 -0.155662 -0.0961 -0.03434 -0.188068 -0.271714 -0.379518 -0.231359 -0.181356 -0.085228 -0.131972 -0.333822
fBodyAcc.meanFreq.Z 0.089438 0.402533 0.216972 0.20133 0.132311 0.161458 0.237112 0.192436 0.178107 0.317329 0.226036 0.171474 0.076472 0.031344 0.062747 0.130679 0.083447 0.324276 0.293722 0.276899 0.024989 0.214869 0.298417 0.242669 -0.031556 0.374614 0.360079 0.233309 0.334787 0.23027 0.23883 0.096065 0.047862 0.012094 0.040316 0.081846 -0.101766 0.060048 -0.131749 0.233644 0.24347 -0.022616 0.154652 -0.035796 0.151053 0.13156 0.183914 0.171459 -0.003578 0.008739 0.127984 -0.099919 0.083734 0.097263 0.108179 0.074531 0.121635 -0.002738 0.210335 0.092775 0.244859 0.104462 0.007719 -0.037782 -0.028288 0.020882 0.000989 0.121181 0.000165 0.07761 0.29239 0.079824 0.087427 0.00253 0.099396 0.052516 0.107585 -0.017642 0.026101 -0.01038 0.029212 -0.042779 -0.002252 0.001461 0.195388 0.145512 0.091256 -0.126325 0.174525 -0.028853 0.049727 0.0689 0.074854 -0.078789 0.024739 0.185107 0.12463 0.111947 0.023783 0.258968 0.040456 0.170803 0.152161 -0.175529 -0.005908 0.030981 -0.093333 0.004884 0.35186 0.239415 0.095147 0.306473 0.121799 0.027527 -0.144487 0.240364 0.248446 -0.013006 0.120197 -0.083753 0.294323 0.090368 -0.0566 0.047838 -0.004372 0.306253 0.082442 0.223078 -0.042427 0.257067 0.005314 0.234833 0.120051 -0.098434 0.180749 0.035294 -0.113333 -0.097659 0.293956 0.051186 0.132318 0.183154 0.178521 0.201299 -0.152008 0.139974 0.154663 0.20203 0.045376 0.042881 -0.520115 -0.236589 -0.278896 -0.230537 -0.135265 -0.066787 -0.273731 -0.191853 -0.215204 -0.289969 -0.48655 -0.217217 -0.285177 -0.367877 -0.250962 -0.301508 -0.258321 -0.406885 0.048851 -0.109084 -0.136431 -0.033089 -0.203507 -0.099924 -0.463512 -0.189089 -0.26155 -0.192657 -0.512761 -0.512248
fBodyAccJerk.mean.X -0.957074 -0.985814 -0.980513 -0.978542 -0.98269 -0.967072 -0.980393 -0.973111 -0.964304 -0.979015 -0.984885 -0.968743 -0.9852 -0.972011 -0.98133 -0.98858 -0.981472 -0.986405 -0.983479 -0.98389 -0.984189 -0.96957 -0.986205 -0.985999 -0.972859 -0.989224 -0.98668 -0.980013 -0.992154 -0.976888 -0.986597 -0.987849 -0.97495 -0.976846 -0.976025 -0.971037 -0.982037 -0.984977 -0.965596 -0.989365 -0.980832 -0.97711 -0.992678 -0.981567 -0.988106 -0.990964 -0.994543 -0.991925 -0.986776 -0.982244 -0.989759 -0.980945 -0.984551 -0.988857 -0.992479 -0.992025 -0.99084 -0.976892 -0.993446 -0.988775 -0.994631 -0.980973 -0.957667 -0.972311 -0.963059 -0.973481 -0.976323 -0.989029 -0.971314 -0.963565 -0.992385 -0.971972 -0.988198 -0.978182 -0.985353 -0.991039 -0.992129 -0.989545 -0.98504 -0.95971 -0.976803 -0.974969 -0.983283 -0.981162 -0.988405 -0.990587 -0.987772 -0.968514 -0.993737 -0.967858 -0.170547 -0.304615 -0.304694 -0.358883 -0.344955 -0.150943 -0.383716 -0.311199 -0.314265 -0.107941 -0.453265 -0.08162 -0.290461 -0.472361 -0.390822 -0.441406 -0.423446 -0.414797 0.033638 -0.138717 -0.200442 -0.036705 -0.29041 -0.509628 -0.625595 -0.364227 -0.345483 -0.362602 -0.21047 -0.389596 -0.027664 0.138121 -0.090671 -0.161633 -0.036801 0.136555 -0.030523 0.214841 -0.064535 0.181419 -0.120463 -0.007015 -0.114852 -0.033782 0.061969 -0.155445 -0.215092 -0.412728 0.474317 -0.19936 -0.037789 0.038336 0.201543 -0.376176 -0.525789 -0.201368 -0.043783 -0.026868 -0.038246 -0.234923 -0.479875 -0.258639 -0.478434 -0.418305 -0.289725 -0.244813 -0.454648 -0.200277 -0.402045 -0.201214 -0.495927 -0.385844 -0.506212 -0.383497 -0.237053 -0.546089 -0.360272 -0.589411 -0.205323 -0.256162 -0.43684 -0.038245 -0.365643 -0.515645 -0.668208 -0.304541 -0.503114 -0.318867 -0.225068 -0.550678
fBodyAccJerk.mean.Y -0.922463 -0.982768 -0.968752 -0.94397 -0.965329 -0.936043 -0.972532 -0.975877 -0.964083 -0.968039 -0.973882 -0.963223 -0.980375 -0.969342 -0.970833 -0.984753 -0.977212 -0.985865 -0.974878 -0.977221 -0.972039 -0.954833 -0.98823 -0.982141 -0.946802 -0.987115 -0.985257 -0.978095 -0.989399 -0.971696 -0.981579 -0.97714 -0.95417 -0.944298 -0.954237 -0.947071 -0.969424 -0.980221 -0.958007 -0.980963 -0.967455 -0.964236 -0.983914 -0.968952 -0.978159 -0.981752 -0.988327 -0.983642 -0.979142 -0.971158 -0.97918 -0.963129 -0.978136 -0.979228 -0.982957 -0.985863 -0.985239 -0.963054 -0.983883 -0.980406 -0.985419 -0.970851 -0.943498 -0.937624 -0.93137 -0.951405 -0.967165 -0.976178 -0.962624 -0.942188 -0.979287 -0.953292 -0.977753 -0.96725 -0.967885 -0.982425 -0.986278 -0.975244 -0.970011 -0.935718 -0.964503 -0.952141 -0.975177 -0.967721 -0.972554 -0.976267 -0.975869 -0.935169 -0.983195 -0.957435 -0.035226 -0.078764 -0.140509 -0.279553 -0.181056 -0.075374 -0.123193 0.079683 -0.367707 0.030905 -0.241802 -0.141374 -0.04392 -0.376767 -0.066938 -0.454271 -0.194233 -0.361909 0.010732 0.157934 -0.112565 0.159996 -0.155489 -0.352829 -0.434455 -0.298532 -0.194767 -0.294548 -0.088021 -0.299525 -0.128667 0.096209 -0.135939 -0.172942 -0.056803 0.137202 -0.316237 0.22064 -0.313643 -0.119504 -0.177479 0.006394 -0.207812 0.164775 -0.026977 -0.289958 -0.351268 -0.465983 0.276717 0.205829 -0.107306 -0.003092 -0.07245 -0.225824 -0.4157 -0.165552 -0.170975 -0.012704 -0.097785 -0.224993 -0.413445 -0.187842 -0.283773 -0.297805 -0.196818 -0.122992 -0.537076 -0.025795 -0.608499 -0.206873 -0.455318 -0.333078 -0.368996 -0.347607 -0.338102 -0.468605 -0.377052 -0.57965 -0.073928 -0.312161 -0.205067 -0.075183 -0.326236 -0.527604 -0.640849 -0.419345 -0.442466 -0.358009 -0.408887 -0.592919
fBodyAccJerk.mean.Z -0.948061 -0.986197 -0.979122 -0.975383 -0.98325 -0.954426 -0.969525 -0.962111 -0.955909 -0.972592 -0.979565 -0.96715 -0.980995 -0.968593 -0.974776 -0.985545 -0.98038 -0.989117 -0.986506 -0.982876 -0.981631 -0.970919 -0.982416 -0.98155 -0.962633 -0.987308 -0.988033 -0.970252 -0.992018 -0.975632 -0.986053 -0.985129 -0.970846 -0.975155 -0.969501 -0.9542 -0.968504 -0.982995 -0.957527 -0.986057 -0.981125 -0.975552 -0.985261 -0.972752 -0.984908 -0.981178 -0.988828 -0.98869 -0.98398 -0.973211 -0.983434 -0.975331 -0.972656 -0.981971 -0.986326 -0.98799 -0.987088 -0.97294 -0.98847 -0.985978 -0.990752 -0.979775 -0.969175 -0.968648 -0.958439 -0.963744 -0.96823 -0.979477 -0.967129 -0.972242 -0.988461 -0.971123 -0.984609 -0.966718 -0.982632 -0.986092 -0.989564 -0.986266 -0.983463 -0.952741 -0.974781 -0.977567 -0.96961 -0.97417 -0.984832 -0.984564 -0.985111 -0.964751 -0.988542 -0.962893 -0.468999 -0.554957 -0.514137 -0.728992 -0.590497 -0.541439 -0.10649 -0.361563 -0.399541 -0.464021 -0.692594 -0.491386 -0.342264 -0.415899 -0.648905 -0.422332 -0.523427 -0.601147 -0.129368 -0.345994 -0.4057 -0.281973 -0.057202 -0.46992 -0.659286 -0.398673 -0.382617 -0.498754 -0.394878 -0.467031 -0.288335 -0.271499 -0.529059 -0.583917 -0.49198 -0.283086 -0.296495 0.05861 -0.293678 -0.240679 -0.530226 -0.451614 -0.276138 -0.024879 -0.345377 -0.241974 -0.498668 -0.622136 0.059591 -0.35622 -0.196838 -0.419534 0.157776 -0.25 -0.686844 -0.360115 -0.343626 -0.365287 -0.411173 -0.399689 -0.685474 -0.522728 -0.677315 -0.690107 -0.606717 -0.549315 -0.581765 -0.386656 -0.615126 -0.553231 -0.765388 -0.68793 -0.631496 -0.264008 -0.714554 -0.565221 -0.633018 -0.736149 -0.380657 -0.492756 -0.519815 -0.414449 -0.346605 -0.483391 -0.793267 -0.639741 -0.608544 -0.587814 -0.646199 -0.737804
fBodyAccJerk.std.X -0.964161 -0.98725 -0.983123 -0.980079 -0.985625 -0.968619 -0.98356 -0.97596 -0.968601 -0.978904 -0.987123 -0.97282 -0.987078 -0.973491 -0.983949 -0.989287 -0.983213 -0.986641 -0.985278 -0.986214 -0.987061 -0.974126 -0.987841 -0.988141 -0.976424 -0.99041 -0.987477 -0.982206 -0.992543 -0.980351 -0.987493 -0.989459 -0.976284 -0.978777 -0.976531 -0.971489 -0.984026 -0.986914 -0.96666 -0.989551 -0.981608 -0.97798 -0.993682 -0.981921 -0.989314 -0.991568 -0.994613 -0.992039 -0.988577 -0.983566 -0.990028 -0.9843 -0.98602 -0.989289 -0.99275 -0.9933 -0.991292 -0.977787 -0.99422 -0.990018 -0.995074 -0.983008 -0.960571 -0.975707 -0.965779 -0.975236 -0.978729 -0.990414 -0.971279 -0.968612 -0.993415 -0.975581 -0.988185 -0.980397 -0.986934 -0.991847 -0.992775 -0.990288 -0.985914 -0.963099 -0.97953 -0.978773 -0.984532 -0.981722 -0.98934 -0.991276 -0.988607 -0.971673 -0.994123 -0.972217 -0.133587 -0.314313 -0.296597 -0.297326 -0.32139 -0.192695 -0.365315 -0.271448 -0.170228 -0.079152 -0.453943 -0.031059 -0.219716 -0.484798 -0.4115 -0.402884 -0.343866 -0.375993 0.090837 -0.122237 -0.107413 0.018005 -0.235173 -0.507641 -0.624146 -0.351066 -0.34661 -0.367116 -0.307337 -0.415135 -0.086328 0.049959 -0.165443 -0.20825 0.011056 0.088652 -0.004263 0.172659 0.009382 0.156913 -0.128342 -0.072311 -0.114745 -0.03024 0.108063 -0.125683 -0.071877 -0.416051 0.476804 -0.147279 -0.046387 0.040462 0.081959 -0.355931 -0.522153 -0.130826 -0.052281 -0.098011 -0.098638 -0.289803 -0.461907 -0.365415 -0.486447 -0.396763 -0.225328 -0.186815 -0.426974 -0.247337 -0.327422 -0.247598 -0.458255 -0.390601 -0.514338 -0.410968 -0.207232 -0.538073 -0.287219 -0.575331 -0.217265 -0.187091 -0.462973 -0.067798 -0.424878 -0.527105 -0.690214 -0.342075 -0.478923 -0.370274 -0.211385 -0.561565
fBodyAccJerk.std.Y -0.932218 -0.984987 -0.971044 -0.944367 -0.966243 -0.935717 -0.975886 -0.979171 -0.966634 -0.968121 -0.973487 -0.964704 -0.981394 -0.969113 -0.973215 -0.986215 -0.978344 -0.986211 -0.975964 -0.978451 -0.973164 -0.958961 -0.989996 -0.984125 -0.948414 -0.988239 -0.986116 -0.981117 -0.990468 -0.972434 -0.982514 -0.980804 -0.956462 -0.949293 -0.954464 -0.94688 -0.971815 -0.983039 -0.958523 -0.982046 -0.968421 -0.966539 -0.985908 -0.968944 -0.979713 -0.983231 -0.989916 -0.985695 -0.981 -0.972777 -0.980347 -0.969776 -0.979565 -0.98155 -0.984068 -0.987755 -0.986083 -0.96399 -0.985493 -0.981902 -0.987018 -0.97352 -0.943949 -0.944075 -0.936203 -0.950681 -0.96685 -0.978582 -0.968235 -0.944847 -0.981186 -0.956666 -0.979412 -0.96783 -0.969934 -0.984236 -0.9882 -0.977179 -0.973589 -0.940474 -0.966024 -0.95617 -0.977158 -0.970228 -0.97403 -0.977355 -0.977606 -0.936991 -0.984783 -0.960442 0.10674 -0.015333 -0.005615 -0.2099 -0.054521 0.031445 -0.043192 0.315884 -0.22838 0.048487 -0.170177 -0.094056 0.094674 -0.353527 -0.060684 -0.433613 -0.047038 -0.320264 0.085401 0.255614 -0.014842 0.213424 -0.060975 -0.294354 -0.36776 -0.271952 -0.065518 -0.191758 -0.155021 -0.289466 -0.13458 0.080833 -0.147728 -0.177202 0.090172 0.341242 -0.324379 0.273944 -0.355982 -0.153356 -0.130444 0.051512 -0.141775 0.138738 -0.007229 -0.281507 -0.298931 -0.464546 0.349771 0.29312 -0.113162 -0.027029 -0.177698 -0.163627 -0.36572 -0.061537 -0.163244 -0.001754 -0.120382 -0.217432 -0.381777 -0.243554 -0.268192 -0.314525 -0.105311 -0.016981 -0.534191 -0.070082 -0.590113 -0.202796 -0.437276 -0.335926 -0.3194 -0.371572 -0.330391 -0.417127 -0.365114 -0.585531 -0.01317 -0.255008 -0.261261 -0.1061 -0.380894 -0.535843 -0.638086 -0.420056 -0.450116 -0.349027 -0.408649 -0.610827
